"Month","Category Group/Category","Category Group","Category","Budgeted","Activity","Available"
"Nov 2021","Hidden Categories: Kirsten from us","Hidden Categories","Kirsten from us",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Mormor from Chloe","Hidden Categories","Mormor from Chloe",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Bill and Rae","Hidden Categories","Bill and Rae",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Olee","Hidden Categories","Olee",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Caroline and Richard","Hidden Categories","Caroline and Richard",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Ezra","Hidden Categories","Ezra",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Isla","Hidden Categories","Isla",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Lysander","Hidden Categories","Lysander",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Stocking Fillers","Hidden Categories","Stocking Fillers",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Chloe","Hidden Categories","Chloe",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Joe","Hidden Categories","Joe",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Lou","Hidden Categories","Lou",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Rachel, Barry","Hidden Categories","Rachel, Barry",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Barry","Hidden Categories","Barry",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Rachel","Hidden Categories","Rachel",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Ed, Ling","Hidden Categories","Ed, Ling",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Billy and Rae","Hidden Categories","Billy and Rae",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Charlie","Hidden Categories","Charlie",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Kirsten, Søren","Hidden Categories","Kirsten, Søren",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Søren","Hidden Categories","Søren",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Kirsten","Hidden Categories","Kirsten",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Lysander","Hidden Categories","Lysander",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Nete","Hidden Categories","Nete",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Caroline, Richard","Hidden Categories","Caroline, Richard",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Louisa, James, Ciaran","Hidden Categories","Louisa, James, Ciaran",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Matt and Anita","Hidden Categories","Matt and Anita",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Ezra","Hidden Categories","Ezra",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Isla","Hidden Categories","Isla",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Lee and Ola","Hidden Categories","Lee and Ola",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Car Insurance (Monthly)","Hidden Categories","Car Insurance (Monthly)",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Life Insurance","Hidden Categories","Life Insurance",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Social Workers Union","Hidden Categories","Social Workers Union",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Car Seat","Hidden Categories","Car Seat",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: New Car Deposit","Hidden Categories","New Car Deposit",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Moving Costs","Hidden Categories","Moving Costs",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Workspace Upgrades","Hidden Categories","Workspace Upgrades",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: Lou's iPhone","Hidden Categories","Lou's iPhone",£0.00,£0.00,£0.00
"Nov 2021","Hidden Categories: New TV","Hidden Categories","New TV",£0.00,£0.00,£0.00
"Dec 2021","Unplanned Expenses: Spending Money","Unplanned Expenses","Spending Money",£163.87,-£163.87,£0.00
"Dec 2021","Unplanned Expenses: Eating Out / Take Out","Unplanned Expenses","Eating Out / Take Out",£79.74,-£79.74,£0.00
"Dec 2021","To Use and Dispose: Lou's Birthday Clothes","To Use and Dispose","Lou's Birthday Clothes",£0.00,-£44.50,£25.50
"Dec 2021","To Use and Dispose: Birthday Bike","To Use and Dispose","Birthday Bike",£0.00,£0.00,£150.00
"Dec 2021","Regular Expenses: Petrol","Regular Expenses","Petrol",£99.35,-£99.35,£0.00
"Dec 2021","Regular Expenses: Weekly Food","Regular Expenses","Weekly Food",£389.55,-£389.55,£0.00
"Dec 2021","Regular Expenses: Transportation","Regular Expenses","Transportation",£41.20,-£41.20,£0.00
"Dec 2021","For Chloe: Babysitting","For Chloe","Babysitting",£0.00,£0.00,£0.00
"Dec 2021","For Chloe: Chloe Essentials","For Chloe","Chloe Essentials",£20.00,-£9.50,£10.50
"Dec 2021","For Chloe: Chloe Clothes","For Chloe","Chloe Clothes",£20.00,-£17.00,£17.01
"Dec 2021","For Chloe: Chloe Toys/Books","For Chloe","Chloe Toys/Books",£0.00,£0.00,£20.00
"Dec 2021","For Chloe: Chloe's Future","For Chloe","Chloe's Future",£60.00,£1.04,£1092.22
"Dec 2021","Monthly Bills: Mortgage","Monthly Bills","Mortgage",£688.07,-£688.07,£0.00
"Dec 2021","Monthly Bills: Mortgage Life Cover","Monthly Bills","Mortgage Life Cover",£71.46,-£71.46,£0.00
"Dec 2021","Monthly Bills: Nursery/Childcare","Monthly Bills","Nursery/Childcare",£900.00,-£1126.25,£909.35
"Dec 2021","Monthly Bills: Energy","Monthly Bills","Energy",£125.00,-£125.00,£0.00
"Dec 2021","Monthly Bills: Internet and TV","Monthly Bills","Internet and TV",£34.00,-£34.00,£0.00
"Dec 2021","Monthly Bills: Council Tax","Monthly Bills","Council Tax",£211.00,-£211.00,£0.00
"Dec 2021","Monthly Bills: Joe's Phone","Monthly Bills","Joe's Phone",£10.00,-£10.00,£0.00
"Dec 2021","Monthly Bills: Lou's Phone","Monthly Bills","Lou's Phone",£10.00,-£10.00,£0.00
"Dec 2021","Monthly Bills: Car Finance","Monthly Bills","Car Finance",£273.72,-£273.72,£0.00
"Dec 2021","Monthly Bills: Entertainment","Monthly Bills","Entertainment",£23.98,-£23.98,£0.00
"Dec 2021","Monthly Bills: Online Storage","Monthly Bills","Online Storage",£19.47,-£19.47,£0.00
"Dec 2021","Monthly Bills: Home Security","Monthly Bills","Home Security",£43.02,-£43.02,£0.00
"Dec 2021","Monthly Bills: Online Services","Monthly Bills","Online Services",£12.98,-£12.98,£0.00
"Dec 2021","Monthly Bills: Giving","Monthly Bills","Giving",£7.00,-£7.00,£0.00
"Dec 2021","Monthly Bills: Rent","Monthly Bills","Rent",£0.00,£0.00,£0.00
"Dec 2021","Off-Monthly Bills: Car Tax (Annual)","Off-Monthly Bills","Car Tax (Annual)",£12.50,£0.00,£137.50
"Dec 2021","Off-Monthly Bills: Car Breakdown (Annual)","Off-Monthly Bills","Car Breakdown (Annual)",£1.53,£0.00,£5.22
"Dec 2021","Off-Monthly Bills: Car Insurance (Annual)","Off-Monthly Bills","Car Insurance (Annual)",£27.26,£0.00,£166.45
"Dec 2021","Off-Monthly Bills: Car MOT (Annual)","Off-Monthly Bills","Car MOT (Annual)",£4.59,£0.00,£8.68
"Dec 2021","Off-Monthly Bills: Home Insurance (Annual)","Off-Monthly Bills","Home Insurance (Annual)",£11.60,£0.00,£80.41
"Dec 2021","Off-Monthly Bills: Factor Fees (3-5 months)","Off-Monthly Bills","Factor Fees (3-5 months)",£0.00,-£66.76,£8.24
"Dec 2021","Off-Monthly Bills: TV License (Annual)","Off-Monthly Bills","TV License (Annual)",£14.54,£0.00,£101.84
"Dec 2021","Off-Monthly Bills: YNAB (Annual)","Off-Monthly Bills","YNAB (Annual)",£5.47,£0.00,£7.91
"Dec 2021","Recreation: Books","Recreation","Books",£12.00,£0.00,£24.00
"Dec 2021","Recreation: Crafts","Recreation","Crafts",£0.00,£0.00,£0.00
"Dec 2021","Recreation: Clothing","Recreation","Clothing",£75.00,£0.00,£75.00
"Dec 2021","Recreation: Cinema","Recreation","Cinema",£16.80,-£16.80,£0.00
"Dec 2021","Recreation: Football","Recreation","Football",£6.80,-£6.80,£0.00
"Dec 2021","Rainy Days: ⚠️ Emergency Buffer","Rainy Days","⚠️ Emergency Buffer",£363.78,-£336.08,£1653.96
"Dec 2021","Rainy Days: Cards/Presents","Rainy Days","Cards/Presents",£100.00,-£46.98,£53.02
"Dec 2021","Rainy Days: Christmas 2022 Pot","Rainy Days","Christmas 2022 Pot",£0.00,£0.00,£0.00
"Dec 2021","Rainy Days: Chloe's Birthday","Rainy Days","Chloe's Birthday",£20.83,£0.00,£104.19
"Dec 2021","Rainy Days: Car Services","Rainy Days","Car Services",£16.67,£0.00,£16.67
"Dec 2021","Rainy Days: Trips","Rainy Days","Trips",£0.00,£0.00,£210.91
"Dec 2021","Rainy Days: New Glasses","Rainy Days","New Glasses",£13.05,£0.00,£104.40
"Dec 2021","Rainy Days: Dental","Rainy Days","Dental",£25.97,-£25.97,£0.00
"Dec 2021","Rainy Days: Medical","Rainy Days","Medical",£0.00,£0.00,£0.00
"Dec 2021","House: Front Door Loan Repayment","House","Front Door Loan Repayment",£0.00,£0.00,£0.00
"Dec 2021","House: Living Room","House","Living Room",£0.00,£0.00,£255.64
"Dec 2021","House: Kitchen","House","Kitchen",£0.00,£0.00,£0.00
"Dec 2021","House: Chloe's Bedroom","House","Chloe's Bedroom",£0.00,-£300.50,£824.50
"Dec 2021","House: Our Bedroom","House","Our Bedroom",£0.00,£0.00,£962.50
"Dec 2021","House: Bathroom","House","Bathroom",£0.00,£0.00,£173.50
"Dec 2021","House: Garden","House","Garden",£0.00,£0.00,£1109.44
"Dec 2021","House: Upstairs Hall","House","Upstairs Hall",£0.00,£0.00,£81.99
"Dec 2021","House: Loft","House","Loft",£0.00,£0.00,£100.00
"Dec 2021","House: Study","House","Study",£0.00,£0.00,£0.00
"Dec 2021","House: Other","House","Other",£0.00,£0.00,£470.61
"Dec 2021","House: Services","House","Services",£0.00,-£175.00,£3682.40
"Dec 2021","House: House Pot","House","House Pot",£0.00,£0.00,£14303.64
"Dec 2021","Saving Goals: New Laptop for Joe","Saving Goals","New Laptop for Joe",£0.00,£0.00,£1079.17
"Dec 2021","Saving Goals: Family Holiday 2022","Saving Goals","Family Holiday 2022",£0.00,£0.00,£0.00
"Dec 2021","Saving Goals: BIG Holiday 2026ish","Saving Goals","BIG Holiday 2026ish",£0.00,£0.00,£0.00
"Dec 2021","Saving Goals: Back Extension","Saving Goals","Back Extension",£0.00,£0.00,£0.00
"Dec 2021","On Hold: Gaming Upgrade","On Hold","Gaming Upgrade",£0.00,£0.00,£0.00
"Dec 2021","Credit Card Payments: Halifax CC","Credit Card Payments","Halifax CC",£0.00,£50.43,£88.40
"Dec 2021","Credit Card Payments: Nectar CC","Credit Card Payments","Nectar CC",£0.00,-£268.12,£1918.19
"Dec 2021","Money Owed: Nana's Shoe Fund for Chloe","Money Owed","Nana's Shoe Fund for Chloe",£0.00,£0.00,£0.00
"Dec 2021","Money Owed: Relocation Expenses","Money Owed","Relocation Expenses",£0.00,£0.00,£0.00
"Dec 2021","Money Owed: Work Expenses","Money Owed","Work Expenses",-£77.50,£77.50,£0.00
"Dec 2021","Money Owed: Owed To Us","Money Owed","Owed To Us",£33.10,-£33.10,£0.00
"Dec 2021","Hidden Categories: Lou's Future","Hidden Categories","Lou's Future",£0.00,-£1900.00,£0.00
"Dec 2021","Hidden Categories: Lou's Birthday Fund 2020","Hidden Categories","Lou's Birthday Fund 2020",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: New Laptop for Lou","Hidden Categories","New Laptop for Lou",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Leaving Do","Hidden Categories","Leaving Do",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Water","Hidden Categories","Water",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: HCPC Fee","Hidden Categories","HCPC Fee",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: DBS Renewal Fee","Hidden Categories","DBS Renewal Fee",£0.00,£0.00,£1.08
"Dec 2021","Hidden Categories: Disney+ (Annual)","Hidden Categories","Disney+ (Annual)",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Parking Permit","Hidden Categories","Parking Permit",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Visitor Permits","Hidden Categories","Visitor Permits",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Gardening Disposal","Hidden Categories","Gardening Disposal",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Gray (NCT)","Hidden Categories","Gray (NCT)",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Charlie","Hidden Categories","Charlie",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Joe from Lou","Hidden Categories","Joe from Lou",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Pakkeleg","Hidden Categories","Pakkeleg",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Lou from Joe","Hidden Categories","Lou from Joe",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Joe Parents","Hidden Categories","Joe Parents",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Lou Parents","Hidden Categories","Lou Parents",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Gym","Hidden Categories","Gym",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Home Decoration","Hidden Categories","Home Decoration",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Therapy","Hidden Categories","Therapy",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Contact Lenses","Hidden Categories","Contact Lenses",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Chloe","Hidden Categories","Chloe",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Lysander","Hidden Categories","Lysander",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Ed and Ling","Hidden Categories","Ed and Ling",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Christmas 2021 Pot","Hidden Categories","Christmas 2021 Pot",-£550.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Chloe from us","Hidden Categories","Chloe from us",£54.93,-£54.93,£0.00
"Dec 2021","Hidden Categories: Bill and Rae","Hidden Categories","Bill and Rae",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Lou from Joe","Hidden Categories","Lou from Joe",£21.97,-£21.97,£0.00
"Dec 2021","Hidden Categories: Matt and Anita","Hidden Categories","Matt and Anita",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Joe from Lou","Hidden Categories","Joe from Lou",£43.50,-£43.50,£0.00
"Dec 2021","Hidden Categories: Ezra","Hidden Categories","Ezra",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Stocking fillers","Hidden Categories","Stocking fillers",£68.29,-£68.29,£0.00
"Dec 2021","Hidden Categories: Isla","Hidden Categories","Isla",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Caroline and Richard","Hidden Categories","Caroline and Richard",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Rachel from us","Hidden Categories","Rachel from us",£17.09,-£17.09,£0.00
"Dec 2021","Hidden Categories: Nanna from Chloe","Hidden Categories","Nanna from Chloe",£29.30,-£29.30,£0.00
"Dec 2021","Hidden Categories: Barry from us","Hidden Categories","Barry from us",£20.00,-£20.00,£0.00
"Dec 2021","Hidden Categories: Grandad from Chloe","Hidden Categories","Grandad from Chloe",£11.95,-£11.95,£0.00
"Dec 2021","Hidden Categories: Soren from us","Hidden Categories","Soren from us",£4.50,-£4.50,£0.00
"Dec 2021","Hidden Categories: Morfar from Chloe","Hidden Categories","Morfar from Chloe",£21.47,-£21.47,£0.00
"Dec 2021","Hidden Categories: Kirsten from us","Hidden Categories","Kirsten from us",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Mormor from Chloe","Hidden Categories","Mormor from Chloe",£29.29,-£29.29,£0.00
"Dec 2021","Hidden Categories: Bill and Rae","Hidden Categories","Bill and Rae",£54.11,£0.00,£54.11
"Dec 2021","Hidden Categories: Olee","Hidden Categories","Olee",£49.61,-£49.61,£0.00
"Dec 2021","Hidden Categories: Caroline and Richard","Hidden Categories","Caroline and Richard",£24.00,-£24.00,£0.00
"Dec 2021","Hidden Categories: Ezra","Hidden Categories","Ezra",£18.94,-£18.94,£0.00
"Dec 2021","Hidden Categories: Isla","Hidden Categories","Isla",£15.74,-£15.74,£0.00
"Dec 2021","Hidden Categories: Lysander","Hidden Categories","Lysander",£29.81,-£29.81,£0.00
"Dec 2021","Hidden Categories: Stocking Fillers","Hidden Categories","Stocking Fillers",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Chloe","Hidden Categories","Chloe",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Joe","Hidden Categories","Joe",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Lou","Hidden Categories","Lou",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Rachel, Barry","Hidden Categories","Rachel, Barry",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Barry","Hidden Categories","Barry",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Rachel","Hidden Categories","Rachel",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Ed, Ling","Hidden Categories","Ed, Ling",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Billy and Rae","Hidden Categories","Billy and Rae",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Charlie","Hidden Categories","Charlie",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Kirsten, Søren","Hidden Categories","Kirsten, Søren",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Søren","Hidden Categories","Søren",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Kirsten","Hidden Categories","Kirsten",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Lysander","Hidden Categories","Lysander",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Nete","Hidden Categories","Nete",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Caroline, Richard","Hidden Categories","Caroline, Richard",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Louisa, James, Ciaran","Hidden Categories","Louisa, James, Ciaran",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Matt and Anita","Hidden Categories","Matt and Anita",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Ezra","Hidden Categories","Ezra",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Isla","Hidden Categories","Isla",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Lee and Ola","Hidden Categories","Lee and Ola",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Car Insurance (Monthly)","Hidden Categories","Car Insurance (Monthly)",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Life Insurance","Hidden Categories","Life Insurance",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Social Workers Union","Hidden Categories","Social Workers Union",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Car Seat","Hidden Categories","Car Seat",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: New Car Deposit","Hidden Categories","New Car Deposit",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Moving Costs","Hidden Categories","Moving Costs",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Workspace Upgrades","Hidden Categories","Workspace Upgrades",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: Lou's iPhone","Hidden Categories","Lou's iPhone",£0.00,£0.00,£0.00
"Dec 2021","Hidden Categories: New TV","Hidden Categories","New TV",£0.00,£0.00,£0.00
"Jan 2022","Unplanned Expenses: Spending Money","Unplanned Expenses","Spending Money",£731.54,-£731.54,£0.00
"Jan 2022","Unplanned Expenses: Eating Out / Take Out","Unplanned Expenses","Eating Out / Take Out",£103.63,-£103.63,£0.00
"Jan 2022","To Use and Dispose: Lou's Birthday Clothes","To Use and Dispose","Lou's Birthday Clothes",£0.00,£0.00,£25.50
"Jan 2022","To Use and Dispose: Birthday Bike","To Use and Dispose","Birthday Bike",£0.00,£0.00,£150.00
"Jan 2022","Regular Expenses: Petrol","Regular Expenses","Petrol",£112.95,-£112.95,£0.00
"Jan 2022","Regular Expenses: Weekly Food","Regular Expenses","Weekly Food",£335.43,-£335.43,£0.00
"Jan 2022","Regular Expenses: Transportation","Regular Expenses","Transportation",£39.60,-£39.60,£0.00
"Jan 2022","For Chloe: Babysitting","For Chloe","Babysitting",£40.00,-£40.00,£0.00
"Jan 2022","For Chloe: Chloe Essentials","For Chloe","Chloe Essentials",£20.00,-£12.00,£18.50
"Jan 2022","For Chloe: Chloe Clothes","For Chloe","Chloe Clothes",£127.59,-£144.60,£0.00
"Jan 2022","For Chloe: Chloe Toys/Books","For Chloe","Chloe Toys/Books",£0.00,£0.00,£20.00
"Jan 2022","For Chloe: Chloe's Future","For Chloe","Chloe's Future",£60.00,£1.12,£1153.34
"Jan 2022","Monthly Bills: Mortgage","Monthly Bills","Mortgage",£688.07,-£688.07,£0.00
"Jan 2022","Monthly Bills: Mortgage Life Cover","Monthly Bills","Mortgage Life Cover",£71.46,-£71.46,£0.00
"Jan 2022","Monthly Bills: Nursery/Childcare","Monthly Bills","Nursery/Childcare",£900.00,-£1190.00,£619.35
"Jan 2022","Monthly Bills: Energy","Monthly Bills","Energy",£125.00,-£125.00,£0.00
"Jan 2022","Monthly Bills: Internet and TV","Monthly Bills","Internet and TV",£34.00,-£34.00,£0.00
"Jan 2022","Monthly Bills: Council Tax","Monthly Bills","Council Tax",£211.00,-£211.00,£0.00
"Jan 2022","Monthly Bills: Joe's Phone","Monthly Bills","Joe's Phone",£10.00,-£10.00,£0.00
"Jan 2022","Monthly Bills: Lou's Phone","Monthly Bills","Lou's Phone",£10.00,-£10.00,£0.00
"Jan 2022","Monthly Bills: Car Finance","Monthly Bills","Car Finance",£273.72,-£273.72,£0.00
"Jan 2022","Monthly Bills: Entertainment","Monthly Bills","Entertainment",£23.98,-£23.98,£0.00
"Jan 2022","Monthly Bills: Online Storage","Monthly Bills","Online Storage",£19.47,-£19.47,£0.00
"Jan 2022","Monthly Bills: Home Security","Monthly Bills","Home Security",£36.86,-£36.86,£0.00
"Jan 2022","Monthly Bills: Online Services","Monthly Bills","Online Services",£12.20,-£12.20,£0.00
"Jan 2022","Monthly Bills: Giving","Monthly Bills","Giving",£7.00,-£7.00,£0.00
"Jan 2022","Monthly Bills: Rent","Monthly Bills","Rent",£0.00,£0.00,£0.00
"Jan 2022","Off-Monthly Bills: Car Tax (Annual)","Off-Monthly Bills","Car Tax (Annual)",£12.50,£0.00,£150.00
"Jan 2022","Off-Monthly Bills: Car Breakdown (Annual)","Off-Monthly Bills","Car Breakdown (Annual)",£1.53,£0.00,£6.75
"Jan 2022","Off-Monthly Bills: Car Insurance (Annual)","Off-Monthly Bills","Car Insurance (Annual)",£27.26,£0.00,£193.71
"Jan 2022","Off-Monthly Bills: Car MOT (Annual)","Off-Monthly Bills","Car MOT (Annual)",£4.22,£0.00,£12.90
"Jan 2022","Off-Monthly Bills: Home Insurance (Annual)","Off-Monthly Bills","Home Insurance (Annual)",£11.60,£0.00,£92.01
"Jan 2022","Off-Monthly Bills: Factor Fees (3-5 months)","Off-Monthly Bills","Factor Fees (3-5 months)",£0.00,£0.00,£8.24
"Jan 2022","Off-Monthly Bills: TV License (Annual)","Off-Monthly Bills","TV License (Annual)",£14.54,£0.00,£116.38
"Jan 2022","Off-Monthly Bills: YNAB (Annual)","Off-Monthly Bills","YNAB (Annual)",£5.47,£0.00,£13.38
"Jan 2022","Recreation: Books","Recreation","Books",£12.00,£0.00,£36.00
"Jan 2022","Recreation: Crafts","Recreation","Crafts",£0.00,£0.00,£0.00
"Jan 2022","Recreation: Clothing","Recreation","Clothing",£0.00,-£12.70,£62.30
"Jan 2022","Recreation: Cinema","Recreation","Cinema",£0.00,£0.00,£0.00
"Jan 2022","Recreation: Football","Recreation","Football",£0.00,£0.00,£0.00
"Jan 2022","Rainy Days: ⚠️ Emergency Buffer","Rainy Days","⚠️ Emergency Buffer",-£73.63,£0.00,£1580.33
"Jan 2022","Rainy Days: Cards/Presents","Rainy Days","Cards/Presents",£0.00,-£15.00,£38.02
"Jan 2022","Rainy Days: Christmas 2022 Pot","Rainy Days","Christmas 2022 Pot",£63.64,£0.00,£63.64
"Jan 2022","Rainy Days: Chloe's Birthday","Rainy Days","Chloe's Birthday",£20.83,£0.00,£125.02
"Jan 2022","Rainy Days: Car Services","Rainy Days","Car Services",£16.67,£0.00,£33.34
"Jan 2022","Rainy Days: Trips","Rainy Days","Trips",£238.66,-£449.57,£0.00
"Jan 2022","Rainy Days: New Glasses","Rainy Days","New Glasses",£15.11,-£31.00,£88.51
"Jan 2022","Rainy Days: Dental","Rainy Days","Dental",£0.00,£0.00,£0.00
"Jan 2022","Rainy Days: Medical","Rainy Days","Medical",£0.00,£0.00,£0.00
"Jan 2022","House: Front Door Loan Repayment","House","Front Door Loan Repayment",£0.00,£0.00,£0.00
"Jan 2022","House: Living Room","House","Living Room",£0.00,-£14.50,£241.14
"Jan 2022","House: Kitchen","House","Kitchen",£0.00,£0.00,£0.00
"Jan 2022","House: Chloe's Bedroom","House","Chloe's Bedroom",£0.00,-£112.41,£712.09
"Jan 2022","House: Our Bedroom","House","Our Bedroom",£0.00,£0.00,£962.50
"Jan 2022","House: Bathroom","House","Bathroom",£0.00,£0.00,£173.50
"Jan 2022","House: Garden","House","Garden",£4390.56,-£5270.00,£230.00
"Jan 2022","House: Upstairs Hall","House","Upstairs Hall",£0.00,£0.00,£81.99
"Jan 2022","House: Loft","House","Loft",£0.00,£0.00,£100.00
"Jan 2022","House: Study","House","Study",£0.00,£0.00,£0.00
"Jan 2022","House: Other","House","Other",-£86.92,£0.00,£383.69
"Jan 2022","House: Services","House","Services",£0.00,-£1680.00,£2002.40
"Jan 2022","House: House Pot","House","House Pot",-£4303.64,£0.00,£10000.00
"Jan 2022","Saving Goals: New Laptop for Joe","Saving Goals","New Laptop for Joe",£0.00,£0.00,£1079.17
"Jan 2022","Saving Goals: Family Holiday 2022","Saving Goals","Family Holiday 2022",£0.00,£0.00,£0.00
"Jan 2022","Saving Goals: BIG Holiday 2026ish","Saving Goals","BIG Holiday 2026ish",£0.00,£0.00,£0.00
"Jan 2022","Saving Goals: Back Extension","Saving Goals","Back Extension",£0.00,£0.00,£0.00
"Jan 2022","On Hold: Gaming Upgrade","On Hold","Gaming Upgrade",£0.00,£0.00,£0.00
"Jan 2022","Credit Card Payments: Halifax CC","Credit Card Payments","Halifax CC",£0.00,£337.18,£425.58
"Jan 2022","Credit Card Payments: Nectar CC","Credit Card Payments","Nectar CC",£0.00,-£1093.92,£824.27
"Jan 2022","Money Owed: Nana's Shoe Fund for Chloe","Money Owed","Nana's Shoe Fund for Chloe",£0.00,£0.00,£0.00
"Jan 2022","Money Owed: Relocation Expenses","Money Owed","Relocation Expenses",£0.00,£0.00,£0.00
"Jan 2022","Money Owed: Work Expenses","Money Owed","Work Expenses",£0.00,£0.00,£0.00
"Jan 2022","Money Owed: Owed To Us","Money Owed","Owed To Us",-£673.33,£673.33,£0.00
"Jan 2022","Hidden Categories: Lou's Future","Hidden Categories","Lou's Future",£0.00,£0.00,£0.00
